scam,"Rappi: Todo lo que se te antoje, Pide con tus $160.0 de regalo para compartir estas fechas. Corre que se acaban. Aplican T&C https://rappi.app.link/rcsmx"
scam,Banorte: Recibiste un reembolso por error. Reclámalo ya en https://banorte-bono.mx/reclamo
spam,Rappi: recibe $150 de regalo en tu primera orden con código NUEVO25.
scam,Correos: Tu envío internacional tiene aduana pendiente. Paga https://correo-pago.mx/envio
spam,Farmacias del Ahorro: 15% de descuento en tu primera compra en línea.
spam,REFORMA FISCAL ENTRA EN DEBATE/ACTOR HOLLYWOODENSE SUFRE ACCIDENTE/ALERTA DE ROBO DE IDENTIDAD
scam,CryptoLatam: Preventa exclusiva de tokens con 300% ROI  https://cryptolatam.io/deal
scam,Estimado usuario: alguien intentó entrar a tu WhatsApp. Protégete https://whatsapp-verify-id.mx/auth
spam,ALERTA DE LLUVIAS FUERTES EN VERACRUZ/SUBEN PRECIOS DE PRODUCTOS BÁSICOS/MUERE ACTOR RECONOCIDO A LOS 45
spam,¿Te puedo llamar después?
spam,Contrata tu seguro de vida GNP y recibe 10% en tu primera anualidad.
scam,"[HSBC]: Último aviso, 4,700 puntos expiran hoy  https://hsbc-benefits.mx/vip"
spam,ANUNCIAN AUMENTO DE LUZ EN SEPTIEMBRE/POLÍTICO RECHAZA ACUSACIONES/MANIFESTACIÓN MASIVA EN MONTERREY
spam,HURACÁN SE ACERCA A YUCATÁN/DAÑOS EN VARIOS MUNICIPIOS/CORRUPCIÓN EN GOBIERNO LOCAL SEÑALADA
spam,Tecnológico de Monterrey: diplomados online con precios preferenciales.
spam,¡En Mixup disfruta 20% off en todos los vinilos este fin de semana!
scam,"[DiDi Prestamos]DiDi Prestamos te da hasta $46,800 m.n. de credito para salir del apuro en minutos: https://oia.didiglobal.com/g/D7PBAeP"
scam,"Hola, revisamos tu CV. Vacante en línea disponible, paga $900 diarios."
spam,Usted tiene: 2 llamadas perdidas del número 5592037481. El día 2025.07.15 a las 20:56
scam,"*Tienes 99% APROBADO un crédito de hasta $26,800 m.n.*
¡Hola! Tienes disponible un crédito de hasta $26,800 m.n, una vez aprobado, podrás disponer de él al instante🤑. 

🎁 Además, te ofrecemos un cupón de $150 m.n. para pagar intereses. ¿Qué tal? 💵

Fácil, rápido y 100% línea, sin filas ni complicaciones: https://oia.didiglobal.com/g/aKifM6r

Consulta Términos y Condiciones: https://d.didiglobal.com/PMn1JH3"
spam,Promoción de VivaAerobus: boletos a Monterrey desde $299.
spam,Telcel: recarga $100 y recibe 1GB adicional gratis. Vig. hasta 18sep25.
spam,BLOQUEOS EN OAXACA POR MAESTROS/DEVALUACIÓN DEL PESO GENERA ALARMA/ESCÁNDALO EN PREMIO DE TELEVISIÓN
scam,[DiDi Card]0 anualidad? Di que si.DiDi Card sin comisiones ocultas y aceptada en miles de establecimientos. https://dd.me/aGinfWT
scam,"BBVA: Tiene $2,000 listos para canje. Active su beneficio  https://bbva-points.claims.co"
spam,Recibiste este mensaje porque pediste restablecer tu contraseña de Dropbox. Código: 443211.
scam,BanCoppel: detectamos intento de fraude. Bloquea tu cuenta https://bancoppel-proteccion.mx/login
spam,BANXICO SORPRENDE CON NUEVA MEDIDA/INCENDIO EN PLAZA COMERCIAL DE GUADALAJARA/CRÍTICAS A SELECCIÓN MEXICANA
scam,Binance informa: Inversión DeFi con retorno garantizado del 15% diario  https://bnz-finance.live
spam,Smart Fit: inscríbete este mes y paga solo $199 de inscripción.
scam,[DHL]: Se requiere pago extra de $49.00 para liberar tu envío https://dhl-pagos.mx/secure
scam,"NetfIix : Problema de pago en su perfiI !
Verifica y actualiza tus datos antes del 07/05 aqui: https://subreactiva.com"
scam,[Bitso]: Multiplica tu inversión x5 en 7 días  https://bitso-fastgains.io
scam,"[Santander]: Bono exclusivo por fidelidad. Gana $2,500 si reclamas antes de 24h  https://trsd.premios-mx.org"
scam,iTunes: Tu suscripción mensual no pudo cobrarse. Actualiza https://itunes-mx.org/payment
scam,"[BBVA]: Tienes un depósito retenido por $5,400. Actívalo https://bbva-deposito.mx/login"
spam,¡Gracias por unirte a Cinemex Rewards! Usa el código BIENVENIDO y recibe 2x1 en boletos.
scam,AT&T: Recibe tu bono de $200 por aniversario https://att-bono.mx/reward
spam,Has consumido los datos de tu plan. Continua navegando con costo excedente o activa un paquete Mas Datos aqui mitelcel.com o en padnet.telcel.com
spam,DESFILE EN CDMX TERMINA EN CAOS/SE CAE ESCENARIO EN EVENTO MUSICAL/NUEVO ARANCEL A EXPORTACIONES MEXICANAS
spam,Aeroméxico: compra ahora y viaja a Los Ángeles con 30% de descuento.
scam,"Hola, soy consultor de seleccion y tenemos una vacante de medio tiempo. Salario diario de 5000 pesos. Contactanos: https://wa.me/233556853062"
scam,Rappi: 50% en Potzollcalli Santa Fe. No te quedes con las ganas y pide con Rappi. Aplican T&C https://rappi.app.link/pozole
spam,ALERTA DE SISMO EN MICHOACÁN/ESCÁNDALO EN UNIVERSIDAD PRIVADA/CIERRAN CARRETERA POR PROTESTA
spam,Universidad Anáhuac: aprovecha becas académicas para nuevo ingreso.
scam,[Santander]: Verifique su cuenta y reciba puntos dobles  https://santander-check.vip
scam,"[HSBC]: Recibiste 7,890 puntos. Actívalos para evitar que caduquen  https://hbxp-verif.com.mx"
scam,"Coppel: Usted tiene un saldo a favor de $1,850. Consulte en sucursal o en línea."
spam,AMLO HABLA DE INFLACIÓN Y HACE PROMESA/ALERTA DE SISMO EN GUERRERO/PELIGROSO VIRUS DETECTADO EN CDMX
spam,Domino’s Pizza: pide en línea y recibe 2x1 en pizzas grandes.
spam,Código Apple ID: 112233. Ingresa en apple.com para confirmar.
scam,"Hola, su CV ha sido aprobado. Oferta de trabajo online disponible."
scam,"¡Vacante disponible! 3 horas al día, paga $700 diarios. Contacto inmediato."
scam,Amazon: Tu paquete está en espera por aduana. Libéralo ahora https://amazon-tracking.mx/envio
spam,Seguros Banorte: cotiza hoy y obtén beneficios exclusivos.
scam,Movistar: recibiste saldo gratis. Actívalo https://movistar-bono.mx/app
spam,"*Smartfiter@*, tu gimnasio *Zentrika Santa Fe* ya se encuentra operando de forma habitual. *¡Te esperamos!* 🤩💪"
spam,AXA Seguros: protege tu auto desde $499 al mes.
spam,Cinemark: boletos a $40 todo el día lunes. Texto STOP para dejar de recibir promos.
scam,Amex:Bloqueo temporal de seguridad en su cuenta Amex.Verificacion requerida para continuar con su cuenta. https://americanexprens-mx.site/yxzjhfTNQ0
scam,"Estimado cliente de Banorte: Reclame su reembolso de $1,800 ahora  https://bnrt.mex-premios.top"
scam,¡Hola! Soy representante de RR. HH. en Indeed. Recientemente revisamos tu currículum y creemos que serías el candidato ideal para nuestra oportunidad de trabajo remoto en línea.
spam,Bienvenido a American Eagle Rewards. Obtén 10% de descuento en tu primera compra.
scam,"¡MiChedraui te consiente con esta promo solo para ti! 20% de bonificacion en galletas, cereales, jugos y mas chedraui.club/3SQJJ23. Al 30/04/24 TyC"
spam,ARTISTA FAMOSO DETENIDO EN AEROPUERTO/SUBSIDIOS A GASOLINA PODRÍAN TERMINAR/PROTESTAS EN LA CAPITAL
scam,"[Banamex]: Confirmar puntos restantes: 8,420  https://banamex-checks.net"
spam,"Gracias a ti estamos de fiesta en Walmart Beneficios! Este fin de semana cualquier compra, sin monto minimo, te lleva a Cinepolis x solo $48. Vig.Hasta 15jun25"
spam,Usted tiene: 4 llamadas perdidas del número 5538240917. El día 2025.07.12 a las 22:03
spam,Verifica tu identidad con el código 905432 de Conekta. No lo compartas.
scam,Atención: Tu INE será suspendida si no verificas https://verifica-ine.mx/gov
scam,"[DiDi Card]Hola. Estas en la lista de afortunados que pueden recibir hasta $20,000 de linea de credito si solicitas DiDi Card. https://dd.me/BxnRzyc"
spam,Gracias por unirte a HSBC Rewards. Acumula puntos dobles en compras este mes.
spam,ESCÁNDALO EN REALITY SHOW/ECONOMÍA MEXICANA EN ALERTA/ACCIDENTE DE AVIÓN EN EL PACÍFICO
scam,Bath and Body Works: SOLO HOY! 10% adicional usando el codigo BBWLOVE2023 + Envio gratis + Hasta 3 MSI. Visita: https://bbwmx.mx/ymfn3
scam,[BanCoppel]: Acceso prioritario a su reembolso disponible  https://coppel.mx-claims.link
spam,Cinemex te invita: boletos a mitad de precio este miércoles. Responde STOP para cancelar mensajes.
scam,Spotify: Su cuenta premium será cancelada si no valida sus datos spoti-premium.net
scam,"[Bitso]: Oferta limitada, gana tokens gratis con solo registrarte  https://bitso-official.co/promo"
scam,"Premio activado! $3,800 MXN listos para retirar. Entra ya.https://cutt.ly/7rAPXvnb"
spam,"Confirmación Bankia: tu código es 503291. Si no lo solicitaste, ignora este mensaje."
scam,Banorte: tus puntos recompensas vencen hoy. Úsalos https://banorte-puntos.mx/claim
scam,[DiDi Card] Hola . Los bancos no quieren que sepas esto: puedes tener MAS pagando MENOS con Didi Card sin anualidad. https://dd.me/kLKv0Qh
scam,Buenas noticias! Tu pedido EHEA94 está en camino hacia ti. Sigue su progreso aquí: https://prcl.io/1dxKOd
spam,G-422975: código de verificación de Google. No lo compartas.
scam,iCloud ha detectado que tu contraseña está comprometida. Cámbiala urgentemente en https://icloud.mx-fix.org
spam,Farmacias Guadalajara: 3x2 en vitaminas este fin de semana.
scam,Disney+: Error en su pago mensual. Revise su cuenta para mantener el servicio.
scam,"Estimado usuario Santander: Usted tiene $3,200 disponibles en recompensas."
spam,MUERE CANTANTE MEXICANA TRAS ACCIDENTE/CAMBIO EN TARIFAS DE GAS/ENFRENTAMIENTO ENTRE TRANSPORTISTAS
spam,Usted tiene: 1 llamada perdida del número 5576348290. El día 2025.07.13 a las 15:47
spam,H&M Club: disfruta 20% de descuento en tu compra online. Vig. hasta 25sep25.
scam,"Hola tu CV ha sido aprobado por nuestra empresa, trabajo en linea a tiempo parcial, 1000 MXN por dia. comuniquese.https://wa.me/447404129367"
scam,[HSBC]: Bono exclusivo: $750 disponibles hasta medianoche  https://hsbc-premium.mx/vip
scam,Pago rechazado en MercadoPago. Vuelve a intentarlo aquí: https://mercadopago-verifica.com.mx/retry
spam,Su servicio de buzon ha sido desactivado exitosamente
scam,Banco Inbursa: Hemos bloqueado tu tarjeta por actividad rara https://inbursa-alerta.mx/reset
scam,Último aviso: Tu buzón de Outlook está lleno. Libéralo ahora en https://outlook.mail-fix.org/mx
spam,Tu código de acceso para Netflix: 784521
scam,"Banorte: Reembolso inmediato disponible por $3,200  https://bnr-mx.support-funds.link"
spam,"¡Hola *Smartfiter@*! 

Tu gimnasio *Zentrika Santa Fe* no abrirá sus puertas mañana hasta nuevo aviso. Lamentamos los inconvenientes.

📢 Recuerda que podrás *acudir a cualquier otro Smart Fit* sin importar tu plan mientras se restaura el servicio. 😉"
spam,UNID: inscripciones abiertas. Obtén hasta 20% de descuento en colegiaturas.
spam,Usted tiene: 3 llamadas perdidas del número 5584930276. El día 2025.07.08 a las 09:15
scam,Gana tarjeta de $800 en AMAZON con Contestone! Envia 1 para activar el tono Chica yo siempre y sigue los pasos en bit.ly/3Po20C2. Susc semanal $4.99
scam,"Un verdadero regalo, es cuidar de la salud de mama, regalale el Seguro de Salud, contrata con TDC BBVA a 12 MSI. Mas info bbva.info/3Onuj02"
scam,Reservaste en Suntory Interlomas p/ 4 e 29-8-23 mar 21.00. Confirma: https://n.opn.tl/OkWHyUkG
scam,"CV aprobado ✅. Trabajo desde casa con ingreso fijo de $6,000 semanales."
scam,"Estimados usuarios de Binance: Hola. Binance esta promocionando el proyecto DeFi granja, con retornos diarios de hasta el 10% y recompensas por airdrop. Hagan clic en el enlace para unirse:https://rb.gy/gyih1v"
spam,¡Festeja con Sears! 15% off en electrodomésticos. Vig. hasta el 21sep25.
scam,"[DiDi Card] Felicidades! DiDi Card te regala 3MSI, 0 anualidad, 6% de cashback si solicitas DiDiCard en las proximas 24H. https://dd.me/xORDIBJ"
spam,Cinemex: martes y miércoles de boletos a mitad de precio.
scam,Netflix detectó inicio de sesión en Brasil. Si no fuiste tú https://netflix-alerta.mx/id
scam,Aviso urgente: Hemos detectado un acceso extraño en tu cuenta Netflix. Verifica aquí https://netflix-security.mx/login/verify
spam,NUEVO BLOQUEO EN AEROPUERTO CDMX: PASAJEROS VARADOS/CHOQUE MÚLTIPLE EN INSURGENTES/ANUNCIAN SUBIDA A LA GASOLINA
scam,"[PayPal]: Pagaste $249 USD a “EpicGames”. Si no fuiste tú, cancela aquí https://paypal-seguro.mx/refund"
spam,Adidas Outlet: corre por tu descuento del 30% en tenis seleccionados.
spam,¡Promoción exclusiva en Office Depot! 3x2 en mochilas escolares. STOP para cancelar.
scam,[Citibanamex]: Usted recibió $450 de cashback. Recoja aquí  https://banamex-promo.mx
scam,"Aviso: Sus  <7,999 puntos> Banortee expiran en 48 horas. Canjee por recompensas: bit.ly/44fQZsP"
spam,¡Celebra con nosotros en Liverpool Rewards! Este fin de semana recibe 2x1 en perfumes seleccionados. Vig. hasta 20sep25.
spam,Sport City: 2x1 en membresías familiares hasta el 25 de septiembre.
scam,Tienes un recordatorio para canjear un regalo [Banorte]: las condiciones acumuladas en tu cuenta venceran el 12 de mayo. https://banirte.bak-iaii.xyz/miembro
spam,Código de autenticación de WhatsApp: 214578. No compartas con nadie.
scam,"Hola, somos de RRHH. Trabajo remoto, ingreso seguro cada semana."
scam,Spotify: tu suscripción ha expirado. Renueva ahora https://spotify-renovacion.mx/pay
spam,TRAGEDIA EN CARRETERA PUEBLA-ORIZABA/EMPRESA TECNOLÓGICA ANUNCIA DESPIDOS MASIVOS/BAJA PRECIO DEL PETRÓLEO
spam,Usted tiene: 1 llamada perdida del número 5548723091. El día 2025.07.16 a las 08:32
scam,[Scotiabank]: Recompensa de fidelidad lista para usted  https://scotiabank-verif.mx
scam,Banco Azteca: Tu cuenta será suspendida por actualización de datos. Continúa en https://azteca-cuenta.mx/login
spam,¡Bienvenido a Zara Club! Tu primera compra tiene 10% de descuento.
spam,MUERE RECONOCIDO CANTANTE A LOS 50/HAY ALERTA POR FRAUDE EN BANCOS/ENFRENTAMIENTO ENTRE GRUPOS DELICTIVOS
scam,Correos de México: tu paquete no pudo ser entregado por dirección inválida. Reprograma https://correos-entrega.mx/check
scam,"Alertamos movimiento sospechoso de $9,800 en tu tarjeta BBVA. Revisa https://bbva-alerta.mx/id"
scam,"Estas fiestas Patrias contrata un Plan TELCEL LIBRE SIN PLAZOS FORZOSOS y  disfruta mas GB para navegar, recibe un % de tu renta en CASHBACK. Ademas, agrega a 24 meses los mejores Smartphones con garantia Telcel. Visita Centros de Atencion o registrate https://bit.ly/3REpnaY Aplican Term. Vig15SEP25"
spam,Farmacias Benavides: lleva 2 productos y paga solo 1 en marcas seleccionadas.
scam,"[Aviso de Bannorte]: Tus puntos (10,644) caducaran en 12 horas.Esta es tu ultima oportunidad para canjearlos por dinero!

Visita: https://t.ly/8VSSS"
scam,Binance Club: Airdrop privado para clientes premium  https://binance-premiumdrop.net
scam,NetfIix: Tu suscripción fue suspendida. Actualiza tu método de pago aquí mynfiix-pay.com
spam,"Carlos is arriving soon in a Chevrolet Aveo (F72BNC). After arriving, they'll wait 2 minutes before charges begin for their time."
spam,"¡Hola ! Te escribimos de Rappi 🧡 Para que conozcas todo lo nuevo en la app y disfrutes de este mes sin pagar de más, queremos darte una sorpresa 🤑 ¿Quieres saber de qué se trata🎁?"
spam,Suburbia te regala 15% de descuento en moda infantil. Aplica hasta el 30sep25.
scam,"[Aviso de Banaamx]: Tus puntos (10,644) caducaran en 8 horas.Esta es tu ultima oportunidad para canjearlos por dinero! https://t.ly/rn2S0"
spam,Muchas gracias por unirse al programa HUGO BOSS Experience. Envíe HB STOP por mensaje de texto para cancelar la suscripción en EN/UN: 33445
scam,Atención Santander: Tu banca móvil será bloqueada en 2 horas. Revalida tus datos https://santander.mx-check.online
spam,Oferta exclusiva: paracetamol genérico a mitad de precio en sucursales participantes.
spam,Sport City: Inscríbete en septiembre y paga solo $599 tu primer mes. ¡Cupo limitado!
scam,"Hoy es el dia! Aprovecha en Walmart: MacBook Air 8GB RAM 256GB $10,990, Samsung 70 pulgadas 4K $9,799 https://acs1.tc/O137G0Ssyn Hasta agotar existencias"
spam,MORENA Y PAN SE ENFRENTAN EN DEBATE/ACCIDENTE EN METROBÚS DEJA VARIOS HERIDOS/ANUNCIAN REFORMA EDUCATIVA
scam,"Último aviso Banorte: 7,850 puntos expiran hoy. Canjéalos en tu portal de recompensas."
spam,Usted tiene: 2 llamadas perdidas del número 5519034765. El día 2025.07.11 a las 07:25
scam,Netflix: Tu método de pago no es válido. Actualiza antes de mañana https://netflix-update.mx/pay
spam,"**, no dejes nada atrás. Con *equipaje adicional*, puedes llevar todo lo que necesites. ¿Te gustaría añadir una a tu reserva? 🛄 ✅"
scam,Rappi: Tienes $160.0 para pedir todo lo que veas en la app. Pide ahora. Aplican T&C https://rappi.app.link/rcsmx
scam,"[Banorte]: 6,340 puntos por expirar. Actívelos ya  https://bnorte-check.top"
scam,Tu buzón Gmail está casi lleno. Verifica espacio gratis https://gmail-storage.mx/fix
spam,¡Conviértete en profesional en UNITEC! Inscríbete hoy y no pagues inscripción.
spam,NUEVO BLOQUEO EN AUTOPISTA MÉXICO-TOLUCA/INUNDACIONES EN TABASCO/ESCÁNDALO DEPORTIVO INTERNACIONAL
spam,ENFRENTAMIENTO ENTRE POLICÍAS Y MANIFESTANTES/SE ANUNCIA NUEVO IMPUESTO/CRISIS EN HOSPITALES PÚBLICOS
spam,Energy Fitness: aprovecha tu primer mes gratis en sucursales participantes.
spam,Domino’s Pizza: 2x1 en pizzas medianas. Vig. hasta 19sep25. STOP para cancelar.
spam,GOBIERNO PRESENTA NUEVO PROYECTO DE LEY/ACCIDENTE EN METRO DEJA HERIDOS/ACTRIZ DENUNCIA AMENAZAS
spam,NUEVO ARANCEL DE EU A JITOMATE MEXICANO: COMO TE AFECTARA/PREPARATE:HABRA OTRA MARCHA CONTRA GENTRIFICACION; VE DIA/MUERE CONDUCTORA DE TV A LOS 31
spam,Ingrese su codigo en el sitio web de PayPal. CODIGO: 498549. Sujeto al pago de tarifas por mensajes y datos.
spam,Burger King: combo Whopper a solo $79 este jueves.
scam,Netflix te regala 2 meses gratis. Reclámalo ya https://netflix-gratis.mx/promo
spam,Suburbia: aprovecha el 2x1 en ropa infantil.
spam,"¡¡¡ 9 ROUND INTERLOMAS ¡¡¡
Nunca te rindas, lucha por tu pasión, ama tu mente y cuida tu cuerpo
Con nuestro sistema de entrenamiento 
Inscríbete hoy mismo y obtén un 20% de descuento en tu inscripción y un precio especial en tu  mensualidad"
scam,Hey Sneakerlover tu pedido esta listo para recoger! VEN YA a TAF PASEO INTERLOMAS con tu numero de pedido y no olvides tu INE. https://eej.at/sTmOiqIf
spam,ESCÁNDALO EN EL CONGRESO: DISCUSIÓN SUBE DE TONO/DÓLAR LLEGA A 22 PESOS/MUERE FAMOSA CANTANTE A LOS 29
scam,Estás participando en la rifa de una MacBook. Confirma https://sorteo-apple.mx/win
scam,"Tu cuenta de Apple tiene un inicio de sesion anormal, resuelvelo lo antes posible: https://accounts.apple.com83.xyz/?Gsrbgsrb12"
scam,Estás participando por un iPhone 14. Confirma tu premio aquí https://ganador-apple.mx/prize
scam,Favor de revisar el intento de inicio de sesión en tu WhatsApp Web: https://whatsapp-verify.mx/auth
scam,SAT: Declaración pendiente. Evita sanciones https://sat-verifica.mx/id
spam,Best Buy: hasta 18 meses sin intereses en electrónicos seleccionados. STOP para cancelar.
spam,Afíliate a Banorte Recompensas y obtén 3 meses sin intereses en tu primera compra.
spam,¡Vuela con Volaris a Cancún desde $599! Solo por 48 horas.
spam,¡En Sam’s Club estamos celebrando! Suscríbete y obtén 1 mes gratis de membresía.
scam,CFE informa: Tu recibo está vencido y el corte será inmediato. Regulariza aquí https://cfe-pago.mx/check
scam,"[BBVA]: Tus 12,450 puntos expiran hoy. Canjéalos ya en  https://kjsdlf.xcv-bbva.co/reward"
scam,Detectamos virus en tu dispositivo Android. Descarga el limpiador gratis: https://seguro-android.mx/app
scam,"Su producto ha llegado al centro de carga, ingrese su direccion especifica: https://address-estafeta.online/mx y lo entregaremos."
spam,¿Te puedo llamar después?
scam,[Disney+]: No pudimos procesar tu pago. Ingresa en disney-update.mx para evitar suspensión.
scam,CryptoMX: Nueva preventa con ganancias del 12% por día  https://crypto-mx.gains.pro
scam,Atención BBVA: Tiene un reembolso disponible en su tarjeta terminación 9832 bbva-bono.mx
scam,"Este San Valentin regala estilo. En Opticas LUX aprovecha 50% en tu segundo solar. Consulta terminos aqui  https://olux.mx/aBxlFZ

No+SMS https://olux.mx/a4srSe"
